pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgment
9106	A boy next to some buckets of rags is holding an object	A boy next to some buckets of rags is not holding an object	3	CONTRADICTION
9108	A young black child is standing on the edge of a body of water near some buckets	A boy next to some buckets of rags is not holding an object	2.7	NEUTRAL
9109	A boy next to some buckets of rags is holding an object	A young black child is waiting on the edge of a body of water near some buckets	2.5	NEUTRAL
9110	A boy next to some buckets of rags is holding an object	A young white child is not standing on the edge of a body of water near some buckets	2.2	NEUTRAL
9113	Two children are playing soccer in the park	Two children are not playing soccer in the park	3.4	CONTRADICTION
9117	There are no little boys playing outside with a soccer ball on the green grass	Two children are playing soccer in the park	3.2	NEUTRAL
9126	A woman is wearing a colorful shirt and a lot of jewelry	A man with Indian clothing and henna on his hand is going through paperwork	1.2	NEUTRAL
9127	A girl with Indian clothing and henna on her hand is going through paperwork	The woman is wearing a colorful shirt and a lot of jewelry	2.4	NEUTRAL
9129	A woman is wearing a colorful shirt and a lot of jewelry	A girl with Indian clothing and henna on her hand is going through paperwork	2.55	NEUTRAL
9131	A man is standing in the middle of a gym and is wearing a jersey	There is no man standing in the middle of a gym and is wearing a jersey	3	CONTRADICTION
9133	A man in a black jersey is standing in a gym	A woman in a black jersey is standing in a gym	3.5	NEUTRAL
9134	A man is standing in the middle of a gym and is wearing a jersey	A man in a jersey which is black is standing in a gym	4.2	NEUTRAL
9137	There is no man standing in the middle of a gym and is wearing a jersey	A man in a black jersey is standing in a gym	3.4	NEUTRAL
9139	The snowboarder is jumping off the snow	A snowboarder is jumping off the snow	5	ENTAILMENT
9140	A snowboarder is jumping off the snow	There is no snowboarder jumping off the snow	3.1	CONTRADICTION
9141	The snowboarder is jumping off a snow covered hill	The snowboarder is jumping off a snowy hill	4.8	ENTAILMENT
9142	The snowboarder is not jumping off a snow covered hill	The snowboarder is jumping off a snow covered hill	3.8	CONTRADICTION
9146	There is no snowboarder jumping off the snow	The snowboarder is jumping off a snow covered hill	3.7	CONTRADICTION
9147	The snowboarder is jumping off a snow covered hill	A snowboarder is jumping off the snow	4.165	ENTAILMENT
9148	A lady is wearing a black dress and is carrying a white cross	A lady is dressed in black and is carrying a white cross	4.5	ENTAILMENT
9150	A woman in a black dress is pulling a cart and is standing in front of two men who are seated on a park bench	A woman in a black dress is pulling a cart and is standing near two men who are seated on a park bench	4.6	ENTAILMENT
9153	A lady is wearing a black dress and is carrying a white cross	A man in a black dress is pulling a cart and is standing in front of two men who are seated on a park bench	1.4	NEUTRAL
9155	A woman in a black dress is pulling a cart and is standing in front of two men who are seated on a park bench	A boy is wearing a black dress and is carrying a white cross	2.4	NEUTRAL
9156	A lady is wearing a black dress and is carrying a white cross	A woman in a black dress is pulling a cart and is standing in front of two men who are seated on a park bench	2.7	NEUTRAL
9159	The boy is standing next to the opening of a fountain	A boy is standing next to the opening of a fountain	5	ENTAILMENT
9160	A boy is standing next to the opening of a fountain	A girl is standing next to the opening of a fountain	2.9	NEUTRAL
9161	A boy in a swimsuit is sitting on top of a circular fountain	The boy is standing next to the opening of a fountain	3.6	NEUTRAL
9167	A brown and white cat is jumping on the sidewalk	A brown and white dog is jumping on the sidewalk	3.1	NEUTRAL
9171	A brown and white dog is jumping on the sidewalk	A little brown and white dog is running on the road	3.5	NEUTRAL
9172	A brown and white animal is jumping on the sidewalk	A little brown and white dog is running on the sidewalk	3.5	NEUTRAL
9177	A distant person with a blue backpack is hiking in rocky area	A distant person with a blue backpack is hiking area full of rocks	4.9	ENTAILMENT
9181	A distant person with a blue backpack is hiking in rocky area	The person is walking	3.5	ENTAILMENT
9183	A distant person with a blue backpack is hiking in rocky area	The person is hiking	3.8	ENTAILMENT
9184	A ball is being chased by a yellow dog	A yellow dog is chasing a ball	4.8	ENTAILMENT
9185	A yellow cat is chasing a ball	A yellow dog is chasing a ball	3.4	NEUTRAL
9186	A dog is turning on the grass and pursuing a flying tennis ball	A dog is turning on the grass and pursuing a flying ball	4.7	ENTAILMENT
9187	There is no dog turning on the grass and pursuing a flying ball	A dog is turning on the grass and pursuing a flying ball	4.4	CONTRADICTION
9189	There is no dog turning on the grass and pursuing a flying ball	A yellow dog is chasing a ball	3.2	NEUTRAL
9192	A yellow dog is chasing a ball	A dog is turning on the grass and pursuing a flying ball	3.9	NEUTRAL
9193	A woman in blue jeans is standing in front of a group of children beside a house made of stone	A woman in blue jeans is standing in front of a group of children beside a stone built house	4.8	ENTAILMENT
9194	A man in blue jeans is standing in front of a group of children beside a stone built house	A woman in blue jeans is standing in front of a group of children beside a stone built house	3.5	NEUTRAL
9196	A lady is standing on the street and is surrounded by school children	No lady is standing on the street and is surrounded by school children	2.8	CONTRADICTION
9206	A girl in a strange outfit is riding the bike	A bike is being ridden by a woman wearing paint and costume pieces on a busy street	3.9	NEUTRAL
9208	The bike is being ridden by a girl in a strange outfit	A woman is wearing paint and costume pieces and is riding a bike on a busy street	3.7	NEUTRAL
9212	There is no guy leaping into the air in a wooded area	A guy is leaping into the air in a wooded area	3.9	CONTRADICTION
9213	A man with no shirt is jumping over a log	A shirtless man is jumping over a log	4.9	ENTAILMENT
9215	A man with no shirt is jumping over a log	A guy is leaping into the air in a wooded area	3.6	NEUTRAL
9222	A dog is running with a volleyball	A dog is running with a ball	4.5	ENTAILMENT
9223	There is no dog running with a volleyball	A dog is running with a volleyball	4	CONTRADICTION
9230	A girl in a band is playing the flute	A boy in a band is playing the flute	4.1	NEUTRAL
9233	A girl in a uniform is playing the flute with a band	A girl in a band is playing the flute	4.2	ENTAILMENT
9235	A girl in a uniform is playing the flute with a marching band	A girl in a band is playing an instrument	4.065	ENTAILMENT
9236	A boy in a band is playing the flute	A girl in a uniform is playing the flute with a marching band	3.5	NEUTRAL
9238	A man is standing at the wheel of a classic American car that has its door and trunk open	A person is standing at the wheel of a classic American car that has its door and trunk open	4.5	ENTAILMENT
9239	A man is standing at the wheel of a classic American car that has its door and trunk open	A woman is standing at the wheel of a classic American car that has its door and trunk open	4	NEUTRAL
9240	The man in blue is posing for a picture next to a vehicle	The man in blue is posing for a picture next to a car	4.8	ENTAILMENT
9241	The man in blue is posing for a picture next to a car	The woman in blue is posing for a picture next to a car	3.3	NEUTRAL
9247	Two people are sitting on a white bench	Two people are sitting on a bench	4.5	ENTAILMENT
9249	The woman is sitting near a flower bed and is overlooking a tunnel	A woman is sitting near a flower bed and is overlooking a tunnel	4.8	ENTAILMENT
9250	A man is sitting near a flower bed and is overlooking a tunnel	A woman is sitting near a flower bed and is overlooking a tunnel	3.8	NEUTRAL
9254	A woman is sitting near a flower bed and is overlooking a tunnel	Two people are standing on a bench	1.1	NEUTRAL
9255	A woman is sitting near a flower bed and is overlooking a tunnel	Two people are sitting on a bench	1.5	NEUTRAL
9259	A man by a brick wall is wearing a mask around his mouth and a hair net	A woman by a brick wall is wearing a mask around her mouth and a hair net	3.2	NEUTRAL
9262	A man is wearing a clear plastic cap and a mask	A man by a brick wall is wearing a mask around his mouth and a hair net	2.8	NEUTRAL
9264	A man by a brick wall is wearing a mask around his mouth and a hair net	A man is wearing a clear plastic cap and a face mask	2.4	NEUTRAL
9269	Two dogs are in a kennel on their hind legs and are facing one another	Two dogs are playing with each other	3.5	NEUTRAL
9272	A black dog and a yellow dog are playing with each other	Two cats are in a kennel on their hind legs and are facing one another	2.1	NEUTRAL
9273	A black dog and a yellow dog are playing with each other	Two dogs are in a kennel on their hind legs and are facing one another	3.2	NEUTRAL
9274	Two dogs and two people are walking in the woods	Two dogs and two people are walking in a wood	4.5	ENTAILMENT
9275	Two dogs and two people are sitting in the woods	Two dogs and two people are walking in the woods	3.6	CONTRADICTION
9280	Two dogs and two people are walking in a wood	Two women with dogs are walking on a forest path	4.2	NEUTRAL
9281	Two women with dogs are walking on a forest path	Two dogs and two people are sitting in the woods	2.9	NEUTRAL
9284	A man is snowboarding down a railing in the snow	A woman is snowboarding down a railing in the snow	3.8	NEUTRAL
9285	A man is skiing down a hill and over a red obstacle	A man is skiing down a hill and jumping a red obstacle	4.4	ENTAILMENT
9288	A woman is skiing down a hill and over a red obstacle	A man is snowboarding down a railing in the snow	2.9	NEUTRAL
9292	Two men are taking a break from construction	Two men are taking a break from work	4.1	ENTAILMENT
9293	Two men are not taking a break from construction	Two men are taking a break from construction	3.4	CONTRADICTION
9295	Two construction workers are sitting up on the side of a building	Two construction workers are sitting up on the top of a building	3.4	NEUTRAL
9297	Two construction workers are sitting up on the top of a building	Two men are taking a break from construction	3.7	NEUTRAL
9299	Two men are not taking a break from construction	Two construction workers are sitting up on the side of a building	3.5	NEUTRAL
9300	Two men are taking a break from construction	Two construction workers are sitting up on the side of a building	4	NEUTRAL
9305	The skateboarder is jumping in the air	A man in a red shirt is doing a trick with the skateboard	3.6	NEUTRAL
9307	A man in a red shirt is doing a trick with a skateboard	A skateboarder is jumping in the air	3.5	NEUTRAL
9308	A skateboarder is jumping in the air	A man in a red shirt is doing a trick with the rollerblades	2.8	NEUTRAL
9309	A skateboarder is jumping in the air	A man in a red shirt is doing a trick with the skateboard	3.8	NEUTRAL
9313	A person is not doing a trick on a slide	A person is doing a trick on a snowboard	2.8	NEUTRAL
9315	A person is not doing a trick on a slide	A snowboarder is grinding down a long concrete rail	1.7	NEUTRAL
9319	Three friends are making faces for the camera	Three friends are making faces for a photo	5	ENTAILMENT
9323	Two men and a girl in behind of a wood panel wall are posing with funny faces	Two men and a girl in front of a wood panel wall are posing with funny faces	3.9	NEUTRAL
9326	Three friends are making faces for a photo	Two men and a girl in front of a wood panel wall are posing with funny faces	3.9	NEUTRAL
9327	Two men and a girl in front of a wood panel wall are posing with funny faces	Three enemies are making faces for the camera	2.8	NEUTRAL
9328	Two men and a girl in front of a wood panel wall are posing with funny faces	The friends are making faces for the camera	3.5	NEUTRAL
9329	Three friends are making faces for the camera	Two men and a girl in front of a wood panel wall are posing with funny faces	3.365	NEUTRAL
9330	Four people are walking along a city sidewalk and the one in the green hat is phoning someone	Four people are walking along a city sidewalk and the one in the green hat is talking on a cell phone	4.65	ENTAILMENT
9335	Four people are walking along a city sidewalk and the one in the green hat is talking on a cell phone	A group of people is not walking down the street and a person in a green hat is on the phone	3.7	NEUTRAL
9337	A group of people is walking down the street and a person in a green hat is on the phone	Four people are walking along a city sidewalk and the one in the green hat is not talking on a cell phone	3.4	NEUTRAL
9338	Four people are walking along a city sidewalk and the one in the green hat is talking on a cell phone	A group of people is walking down the street and a person in a green hat is on the phone	4.7	ENTAILMENT
9342	A woman is standing at dusk on an almost pristine, snowy road, that is lit only by headlights	A man is standing at dusk on an almost pristine, snowy road, that is lit only by headlights	3.7	NEUTRAL
9343	A man is standing at dusk on an almost pristine road covered by snow, that is lit only by headlights	A person is standing in the snow at the edge of a mountain	3.6	NEUTRAL
9344	A person is standing in the snow at the edge of a mountain	A woman is standing at dusk on an almost pristine, snowy road, that is lit only by headlights	2.9	NEUTRAL
9349	Three women are sitting together near woven walls	Three men are sitting together near woven walls	3.6	NEUTRAL
9350	Three women are resting in a village	Three women are sitting in a village	4.5	ENTAILMENT
9351	Three women are sitting in a village	Three women are running in a village	3.6	NEUTRAL
9354	Some women are sitting together near woven walls	Three women are sitting in a village	3.4	NEUTRAL
9356	Three women are sitting together near woven walls	Three women are sitting in a village	3.5	NEUTRAL
9361	A surfer in a black wetsuit is riding a foamy wave	A surfer is surfing a big wave	4	NEUTRAL
9362	A surfer is surfing a small wave	A surfer in a black wetsuit is riding a foamy wave	4.1	NEUTRAL
9367	A person with a red hooded jacket and a black backpack is walking near a rocky wall	A person with a red hooded jacket and a black backpack is not walking near a rocky wall	4.3	CONTRADICTION
9368	A man in a red jacket and khaki pants is walking through an American state	A person in a red jacket and khaki pants is walking through an American state	4.7	ENTAILMENT
9369	A man in a red jacket and khaki pants is walking through an European state	A man in a red jacket and khaki pants is walking through an American state	3.5	NEUTRAL
9370	A person in a red jacket and khaki pants is walking through an American state	A person with a red hooded jacket and a black backpack is walking near a rocky wall	3.1	NEUTRAL
9373	A man in a red jacket and khaki pants is walking through an American state	A person with a red hooded jacket and a black backpack is not walking near a rocky wall	3.1	NEUTRAL
9374	A person with a red hooded jacket and a black backpack is walking near a rocky wall	A man in a red jacket and khaki pants is walking through an American state	2.5	NEUTRAL
9375	The players is maneuvering for the soccer ball	The players is maneuvering for the ball	4.5	ENTAILMENT
9377	A man in green is hitting a soccer ball and a man in purple and white is falling down	A man in green is kicking a soccer ball and a man in purple and white is falling down	4.4	ENTAILMENT
9385	A kid is splashing in the pool	A kid is splashing in the ocean	4.1	NEUTRAL
9386	Two children are playing in the surf	Two children are playing	4.6	ENTAILMENT
9387	Two children are not playing in the surf	Two children are playing in the surf	4	CONTRADICTION
9388	Two children are playing	A kid is splashing in the ocean	2	NEUTRAL
9389	A kid is splashing in the ocean	Two children are not playing in the surf	3.2	NEUTRAL
9391	Two children are playing in the surf	A kid is splashing in the pool	2.6	NEUTRAL
9393	A man is wearing a purple shirt and black leather chaps and is posing for the camera	A model is wearing a purple shirt and black leather chaps and is posing for the camera	4.4	ENTAILMENT
9394	A man is wearing a purple shirt and black leather chaps and is posing for the camera	A man is not wearing a purple shirt and black leather chaps and is posing for the camera	3.8	CONTRADICTION
9395	The man dressed in chaps made of leather and a purple shirt is standing in front of some onlookers	The man dressed in leather chaps and a purple shirt is standing in front of someone lookers	4.4	ENTAILMENT
9400	The man dressed in leather chaps and a purple shirt is standing in front of someone lookers	A man is not wearing a purple shirt and black leather chaps and is posing for the camera	3.8	NEUTRAL
9402	Two dogs are running and trying to catch a soccer ball	Two dogs are running and trying to catch a ball	4.4	ENTAILMENT
9407	Two dogs are running and trying to catch a soccer ball	Two cats on a lawn are playing with a plastic toy	2.2	NEUTRAL
9408	Two dogs on a lawn are playing with a plastic toy	Two dogs are running and trying to catch a ball	4.2	NEUTRAL
9412	Two people dressed in green and red costumes are outside on the seashore	Two people dressed in green and red costumes are outside on the sidewalk	4	NEUTRAL
9413	Men in costumes are walking around in the street	People in costumes are walking around in the street	4.3	ENTAILMENT
9414	People in costumes are sitting in the street	People in costumes are walking around in the street	2.7	NEUTRAL
9423	No dog is in the sand that is blowing in the wind	A dog is in the sand that is blowing in the wind	4.1	CONTRADICTION
9426	A dog is in an area full of sand, with the sand that is being stirred up into the air and several plants are in the background	A dog is in the sand that is blowing in the wind	3.765	ENTAILMENT
9427	A dog is in the sand that is blowing in the wind	A cat is in a sandy area with the sand that is being stirred up into the air and several plants are in the background	2.6	NEUTRAL
9430	The black and white dog is sitting on a green yard	The black and white dog is running in a green yard	2.8	NEUTRAL
9431	The black and white dog is running outdoors	A black and white dog is running outdoors	4.8	ENTAILMENT
9434	The black and white dog is running indoors	The black and white dog is running in a green yard	3.3	CONTRADICTION
9435	The black and white dog is running in a field	The black and white dog is running outdoors	4.4	ENTAILMENT
9436	The black and white dog is running outdoors	The black and white dog is sitting on a green yard	2.915	NEUTRAL
9437	The black and white dog is running in a green yard	The black and white dog is running outdoors	4.3	ENTAILMENT
9438	A couple standing on the curb	A man and a woman are standing on the curb	4.3	ENTAILMENT
9439	A man and a woman are jumping on the curb	A man and a woman are standing on the curb	3.8	NEUTRAL
9442	A woman wearing a blue shirt and high heels is standing on the sidewalk next to the man	A man and a woman are standing on the curb	3.4	NEUTRAL
9444	A woman wearing a blue shirt and high heels is standing on the sidewalk next to a man	A couple standing on the curb	3.7	NEUTRAL
9445	A woman wearing a blue shirt and high heels is standing on the sidewalk next to a man	A man and a woman are jumping on the curb	2.6	NEUTRAL
9447	The dog is jumping in the shade of some trees	A dog is jumping in the shade of some trees	4.9	ENTAILMENT
9448	No dog is jumping in the shade of some trees	A dog is jumping in the shade of some trees	4.3	CONTRADICTION
9449	A dog is jumping in the shade of some trees	A dog is jumping on a trees in the shades	3.6	NEUTRAL
9451	A cat is jumping high into the air in the country	A dog is jumping high into the air in the country	3.335	NEUTRAL
9455	A dog is jumping high into the air in the country	No dog is jumping in the shade of some trees	3.3	NEUTRAL
9456	A dog is jumping high into the air in the country	A dog is jumping on a trees in the shades	3.4	NEUTRAL
9457	A dog is jumping high into the air in the country	A dog is jumping in the shade of some trees	3.2	NEUTRAL
9461	A person on a bike is not in the air near a body of water	A person on a bike is in the air near a body of water	4	CONTRADICTION
9462	A man on a green bike is performing tricks on a dirt ramp	A stuntman on a bike is in the air near a body of water	3.7	NEUTRAL
9465	A person on a bike is in the air near a body of water	A man on a green car is performing tricks on a dirt ramp	2	NEUTRAL
9467	A young boy is sitting in a bathing suit and waiting for the next race	A young swimmer is sitting in a bathing suit and waiting for the next race	4.8	ENTAILMENT
9469	A kid is waiting wearing swim gear	A kid is sitting wearing swim gear	4.3	NEUTRAL
9471	A young swimmer is sitting in a bathing suit and waiting for the next race	A kid is waiting wearing swim gear	3.515	ENTAILMENT
9473	A young boy is sitting in a bathing suit and waiting for the next race	A kid is sitting wearing swim gear	4.4	ENTAILMENT
9475	A kid is sitting wearing swim gear	A young swimmer is sitting in a bathing suit and waiting for the next race	3.7	NEUTRAL
9482	A black dog and a tan dog are fighting	A black dog and a white dog are wrestling on the floor	3.4	NEUTRAL
9488	Four dogs are playing in a grassy area	Four dogs are not playing in a grassy area	2.9	CONTRADICTION
9489	A cluster of four brown dogs are playing in a field of brown grass	Four dogs are playing in a area covered by grass	4.4	ENTAILMENT
9492	There is no dog playing in a field of brown grass	Four dogs are playing in a grassy area	3.2	NEUTRAL
9493	A cluster of four brown dogs are playing in a field of brown grass	Four dogs are playing in a grassy area	4.2	ENTAILMENT
9495	The dog is having a rest in the park	The dog is having a rest in the living room	3.7	CONTRADICTION
9496	A big brown and white spotted dog is lying on a jacket on the street	A big brown and white spotted dog is lying on a cloth on the street	4.4	NEUTRAL
9497	A big brown and white spotted dog is lying on a jacket on the street	A small brown and white spotted dog is lying on a jacket on the street	4.2	NEUTRAL
9499	A small brown and white spotted dog is lying on a jacket on the street	The dog is having a rest in the park	3	NEUTRAL
9502	A big brown and white spotted dog is lying on a jacket on the street	The dog is having a rest in the park	2.8	NEUTRAL
9504	A brown puppy is gnawing a wooden post that is stuck into the ground	A brown puppy is gnawing a metallic post that is stuck in the ground	4.1	NEUTRAL
9506	A white puppy is biting a pole	A brown puppy is biting a pole	3.5	NEUTRAL
9510	A brown puppy is gnawing a wooden post that is stuck into the ground	A brown puppy is biting a pole	4.2	ENTAILMENT
9512	A woman is petting a dog near a stone trail	A woman is petting a dog near a stone path	4.9	ENTAILMENT
9515	A woman is playing with a brown dog on a garden path	A woman is playing with a brown cat on a garden path	3.5	NEUTRAL
9516	A woman is playing with a brown dog in a garden	A woman is petting a dog near a stone path	3.1	NEUTRAL
9517	A woman is petting a dog near a stone path	A woman is playing with a brown cat on a garden path	3	NEUTRAL
9524	Two men are swimming in deep water	Two men are standing in deep water	3.8	NEUTRAL
9525	Two men are walking through the water	Two men are standing in the ocean	3.5	NEUTRAL
9526	Two men are walking through the water	Two men are swimming in deep water	3.9	NEUTRAL
9529	Two men are standing in deep water	Two men are walking through the water	3.4	NEUTRAL
9530	A white car and a yellow car are racing down the track	Two cars are racing down the track	4.5	ENTAILMENT
9531	A white car and a yellow car are racing down the track	A white bike and a yellow bike are racing down the track	3.2	NEUTRAL
9532	Two race cars are on a road in front of a grassy parking area	Two cars for racing are on a road in front of a grassy parking area	4.9	ENTAILMENT
9535	A white car and a yellow car are racing down the track	No race car is on a road in front of a grassy parking area	2.7	NEUTRAL
9537	A white bike and a yellow bike are racing down the track	Two race cars are on a road in front of a grassy parking area	1.9	NEUTRAL
9538	Two race cars are on a road in front of a grassy parking area	A white car and a yellow car are racing down the track	3.7	NEUTRAL
9540	The orange rider is not driving a motorcycle on one wheel	The orange rider is driving a motorcycle on one wheel	4.5	CONTRADICTION
9541	A man on a yellow sport bike is doing a wheelie and a friend on a black bike is catching up	A biker on a yellow sport bike is doing a wheelie and a friend on a black bike is catching up	4.8	ENTAILMENT
9542	A man on a yellow sport bike is doing a wheelie and a friend on a white bike is catching up	A man on a yellow sport bike is doing a wheelie and a friend on a black bike is catching up	4.1	NEUTRAL
9544	The orange rider is driving a motorcycle on one wheel	A man on a yellow sport bike is doing a wheelie and a friend on a white bike is catching up	2.6	NEUTRAL
9549	A group of children is playing tambourines	A group of children is not playing tambourines	3.415	CONTRADICTION
9551	A group of children in a church basement is playing guitars and tambourines	A group of children in a church basement is playing maracas and tambourines	4.2	NEUTRAL
9554	A group of children in a church basement is playing maracas and tambourines	Tambourines are being played by a group of children	4.6	ENTAILMENT
9555	A group of children is not playing tambourines	A group of children in a church basement is playing maracas and tambourines	3.6	CONTRADICTION
9556	A group of children in a church basement is playing maracas and tambourines	A group of children is playing tambourines	3.9	ENTAILMENT
9557	A dog is running through the white snow	A dog is running through the snow	4.7	ENTAILMENT
9558	A dog is running through the snow	No dog is running through the snow	3.1	CONTRADICTION
9561	The brown dog is running in the snow	A dog is running through the snow	4.6	ENTAILMENT
9562	A black dog is running in the snow	A dog is running through the snow	4.5	ENTAILMENT
9563	A brown dog is running in the snow	A dog is running through the white snow	4.3	ENTAILMENT
9565	A brown dog is running in the snow	A dog is running through the snow	4.2	ENTAILMENT
9567	An elderly man is sitting on a bench	A young man is sitting on a bench	3.4	NEUTRAL
9569	An elderly woman is sitting on a bench and is wearing a gray jacket and black pants	An elder man is sitting on a bench and is wearing a gray jacket and black pants	3.5	NEUTRAL
9570	An elderly man is sitting on a bench	The woman is sitting on a bench and is wearing a gray jacket and black pants	2.8	NEUTRAL
9572	An elderly woman is sitting on a bench and is wearing a gray jacket and black pants	An old person is sitting on a bench	4	ENTAILMENT
9574	An elderly woman is sitting on a bench and is wearing a gray jacket and black pants	An elderly man is sitting on a bench	3	NEUTRAL
9576	A dog is fetching a stick out of very clear water	A dog is fetching a stick out of very dirty water	4	NEUTRAL
9577	A small black and white dog is carrying a stick and is swimming	A small black and white dog is biting a stick and is swimming	4.3	ENTAILMENT
9578	A small black and white dog is carrying a stick and is swimming	A big black and white dog is carrying a stick and is swimming	4	NEUTRAL
9579	A dog is fetching a stick out of very clear water	A small black and white dog is biting a stick and is swimming	3.8	NEUTRAL
9580	A dog is fetching a stick out of very clear water	A big black and white dog is carrying a stick and is swimming	3.4	NEUTRAL
9581	A dog is fetching a piece of wood out of very clear water	A small black and white dog is carrying a stick and is swimming	3.9	NEUTRAL
9583	A dog is fetching a stick out of very clear water	A small black and white dog is carrying a stick and is swimming	3.4	NEUTRAL
9591	The girl is painting a coverall blue	The lady is holding the paintbrush next to the artist's easel 	2.4	NEUTRAL
9592	The girl in the blue coverall is painting	The woman is holding the paintbrush next to the artist's easel 	3.5	NEUTRAL
9593	The girl in the blue coverall is painting	There is no lady holding the paintbrush next to the artist's easel 	2.8	NEUTRAL
9594	The lady is holding the paintbrush next to the artist's easel 	The girl in the blue coverall is painting	3.1	NEUTRAL
9599	A yellow dog is running down a path covered by sand	A golden retriever is running	3.6	NEUTRAL
9600	A yellow dog is running up a sandy path	A golden retriever is running	4	NEUTRAL
9602	A yellow dog is running down a sandy path	A golden retriever is not running	3	NEUTRAL
9604	A black and white dog is jumping for a ball	The black and white dog is jumping for the ball	4.9	ENTAILMENT
9605	There is no black and white dog jumping for a ball	A black and white dog is jumping for a ball	3.2	CONTRADICTION
9607	There is no dog standing on one leg and is waiting for a soccer ball	A dog is standing on one leg and is waiting for a soccer ball	4.2	CONTRADICTION
9609	There is no dog standing on one leg and is waiting for a soccer ball	A black and white dog is jumping for a ball	3	NEUTRAL
9610	A dog is standing on one leg and is waiting for a soccer ball	The black and white dog is jumping for the ball	3.8	NEUTRAL
9615	People are riding two camels at the beach	People are riding two camels on the sand	4.9	ENTAILMENT
9616	No people are riding camels at the beach	People are riding two camels at the beach	3.7	CONTRADICTION
9617	People are riding two camels on the sand	Two people are seated on a camel and another camel is in the foreground	3.9	NEUTRAL
9624	A barefoot man in pajamas is looking toward the stars and is walking on the tennis court	A barefoot man in pajamas is looking toward the sky and is walking on the tennis court	4.6	ENTAILMENT
9627	A barefoot man in pajamas is looking toward the sky and is standing on the tennis court	A man is wearing a blue shirt and walking barefoot on a tennis court	3.4	NEUTRAL
9631	The man is standing in a lake near a waterfall	The man is standing in a body of water near a waterfall	4.7	ENTAILMENT
9632	The man is swimming in a body of water near a waterfall	The man is standing in a body of water near a waterfall	4	NEUTRAL
9635	A woman is standing in the water at the base of a waterfall	A man is standing in the water at the base of a waterfall	3.6	NEUTRAL
9636	The man is standing in the water at the base of a waterfall	The man is standing in a body of water near a waterfall	4.3	ENTAILMENT
9638	A man is standing in the water at the base of a waterfall	The man is standing in a lake near a waterfall	4.1	NEUTRAL
9639	A man is standing in the water at the base of a waterfall	The man is swimming in a body of water near a waterfall	3.7	NEUTRAL
9641	A man is standing in the water at the base of a waterfall	The man is standing in a body of water near a waterfall	4.2	ENTAILMENT
9643	A brown and white dog is running through the river	A brown and white dog is not running through the river	3.6	CONTRADICTION
9644	A dog is emerging from a lake	An animal is emerging from a lake	4.6	ENTAILMENT
9645	No dog is emerging from a lake	A dog is emerging from a lake	4	CONTRADICTION
9646	A brown and white dog is running through the river	An animal is emerging from a lake	2.5	NEUTRAL
9650	A dog is emerging from a lake	A brown and white dog is running through the river	3.1	NEUTRAL
9651	A brown and white dog is catching a dirty tennis ball in a dirt field	A brown and white dog is biting a dirty tennis ball in a dirt field	4.1	NEUTRAL
9653	A dog is running on the beach and chasing a ball	A dog is running on the sand and chasing a ball	4.4	ENTAILMENT
9656	A dog is running on the grass and chasing a ball	A brown and white dog is catching a dirty tennis ball in a dirt field	3.9	NEUTRAL
9657	A dog is running on the sand and chasing a ball	A brown and white dog is biting a dirty tennis ball in a dirt field	3.4	NEUTRAL
9659	A dog is running on the sand and chasing a ball	A brown and white dog is catching a dirty tennis ball in a dirt field	3.5	NEUTRAL
9662	A shirtless man is escorting a horse that is pulling a carriage along a paved road	A shirtless man is escorting a horse that is pulling a carriage along a road	4.9	ENTAILMENT
9665	A shirtless man is escorting a horse that is pulling a carriage along a dirty road	A shirtless man is leading a horse that is pulling a carriage	4.3	ENTAILMENT
9666	A shirtless man is escorting a horse that is pulling a carriage along a paved road	A shirtless man is leading a carriage that is being pulled by a horse	4.6	ENTAILMENT
9667	A shirtless man is escorting a horse that is pulling a carriage along a paved road	A shirtless woman is leading a horse that is pulling a carriage	3.1	NEUTRAL
9668	A shirtless man is escorting a horse that is pulling a carriage along a paved road	A shirtless man is leading a horse that is pulling a carriage	4.4	ENTAILMENT
9675	A little girl and a woman wearing a yellow shirt are getting splashed by a city fountain	The young girl is playing on the edge of a fountain and an older woman is watching her	3.3	NEUTRAL
9676	A young girl is playing on the edge of a fountain and an older woman is not watching her	A little girl and a woman wearing a yellow shirt are getting splashed by a city fountain	2.4	NEUTRAL
9678	A woman in an orange shirt and clown makeup is standing in a park and others are looking on	A girl in an orange shirt and clown makeup is standing in a park and others are looking on	4.3	ENTAILMENT
9680	The girl is wearing an orange shirt and a striped tie	A girl is wearing an orange shirt and a striped tie	4.9	ENTAILMENT
9684	A woman in an orange shirt and clown makeup is standing in a park and others are looking on	A girl is wearing an orange shirt and a striped tie	3	NEUTRAL
9687	A man is performing a jump on a bicycle	A cyclist is performing a jump on a bicycle	4.4	NEUTRAL
9689	A bicyclist is performing a trick over a heavily graphitized wall	A bicyclist is performing a trick over wall full of graffiti	4.8	ENTAILMENT
9691	A cyclist is performing a jump on a bicycle	A bicyclist is performing a trick over wall full of graffiti	3.8	NEUTRAL
9692	A bicyclist is performing a trick over a clean wall	A cyclist is performing a jump on a bicycle	4.4	NEUTRAL
9694	There is no cyclist performing a jump on a bicycle	A bicyclist is performing a trick over a heavily graphitized wall	3.4	NEUTRAL
